estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,cantidad_museos,pobtot,habxm,habxm2,habxm3,museo_por,fecha_calculo
10,Durango,32,Santiago Papasquiaro,1,Santiago Papasquiaro,2,26121,13061,0.131,7.657,0,04/06/2021
10,Durango,33,Súchil,0,,1,6761,6761,0.068,14.791,0,04/06/2021
10,Durango,33,Súchil,1,Súchil,1,4107,4107,0.041,24.349,0,04/06/2021
10,Durango,35,Tepehuanes,0,,1,10745,10745,0.107,9.307,0,04/06/2021
10,Durango,35,Tepehuanes,80,San José de la Boca,1,272,272,0.003,367.647,0,04/06/2021
10,Durango,36,Tlahualilo,0,,2,22244,11122,0.111,8.991,0,04/06/2021
10,Durango,36,Tlahualilo,1,Tlahualilo de Zaragoza,1,9517,9517,0.095,10.508,0,04/06/2021
10,Durango,36,Tlahualilo,27,San Francisco de Horizonte (Horizonte),1,1657,1657,0.017,60.35,0,04/06/2021
10,Durango,38,Vicente Guerrero,0,,1,21117,21117,0.211,4.736,0,04/06/2021
10,Durango,38,Vicente Guerrero,1,Vicente Guerrero,1,15982,15982,0.16,6.257,0,04/06/2021
10,Durango,39,Nuevo Ideal,0,,1,26092,26092,0.261,3.833,0,04/06/2021
10,Durango,39,Nuevo Ideal,1,Nuevo Ideal,1,10876,10876,0.109,9.195,0,04/06/2021
11,Guanajuato,0,,0,,61,5486372,89941,0.899,1.112,0,04/06/2021
11,Guanajuato,1,Abasolo,0,,3,84332,28111,0.281,3.557,0,04/06/2021
11,Guanajuato,1,Abasolo,1,Abasolo,2,27389,13695,0.137,7.302,0,04/06/2021
11,Guanajuato,1,Abasolo,131,San Antonio de Peralta,1,310,310,0.003,322.581,0,04/06/2021
11,Guanajuato,2,Acámbaro,0,,4,109030,27258,0.273,3.669,0,04/06/2021
11,Guanajuato,2,Acámbaro,1,Acámbaro,3,57972,19324,0.193,5.175,0,04/06/2021
11,Guanajuato,2,Acámbaro,17,Chupícuaro (Nuevo Chupícuaro),1,2273,2273,0.023,43.995,0,04/06/2021
11,Guanajuato,3,San Miguel de Allende,0,,4,160383,40096,0.401,2.494,0,04/06/2021
11,Guanajuato,3,San Miguel de Allende,1,San Miguel de Allende,4,69811,17453,0.175,5.73,0,04/06/2021
11,Guanajuato,7,Celaya,0,,4,468469,117117,1.171,0.854,0,04/06/2021
11,Guanajuato,7,Celaya,1,Celaya,4,340387,85097,0.851,1.175,0,04/06/2021
11,Guanajuato,9,Comonfort,0,,1,77794,77794,0.778,1.285,0,04/06/2021
11,Guanajuato,9,Comonfort,1,Comonfort,1,23683,23683,0.237,4.222,0,04/06/2021
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,0,,4,148173,37043,0.37,2.7,0,04/06/2021
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional,4,59240,14810,0.148,6.752,0,04/06/2021
11,Guanajuato,15,Guanajuato,0,,20,171709,8585,0.086,11.648,0,04/06/2021
11,Guanajuato,15,Guanajuato,1,Guanajuato,20,72237,3612,0.036,27.687,0,04/06/2021
11,Guanajuato,16,Huanímaro,0,,1,20117,20117,0.201,4.971,0,04/06/2021
11,Guanajuato,16,Huanímaro,1,Huanímaro,1,5505,5505,0.055,18.165,0,04/06/2021
11,Guanajuato,17,Irapuato,0,,2,529440,264720,2.647,0.378,0,04/06/2021
11,Guanajuato,17,Irapuato,1,Irapuato,2,380941,190471,1.905,0.525,0,04/06/2021
11,Guanajuato,20,León,0,,6,1436480,239413,2.394,0.418,0,04/06/2021
11,Guanajuato,20,León,1,León de los Aldama,6,1238962,206494,2.065,0.484,0,04/06/2021
11,Guanajuato,22,Ocampo,0,,1,22683,22683,0.227,4.409,0,04/06/2021
11,Guanajuato,22,Ocampo,85,San José del Torreón,1,1149,1149,0.011,87.032,0,04/06/2021
11,Guanajuato,23,Pénjamo,0,,1,149936,149936,1.499,0.667,0,04/06/2021
11,Guanajuato,23,Pénjamo,258,San Agustín el Alto,1,47,47,0,2127.66,0,04/06/2021
11,Guanajuato,25,Purísima del Rincón,0,,2,68795,34398,0.344,2.907,0,04/06/2021
11,Guanajuato,25,Purísima del Rincón,1,Purísima de Bustos,2,43512,21756,0.218,4.596,0,04/06/2021
11,Guanajuato,30,San Felipe,0,,1,106952,106952,1.07,0.935,0,04/06/2021
11,Guanajuato,30,San Felipe,425,San Felipe Torres Mochas [Ganadería],1,5,5,0,20000,0,04/06/2021
11,Guanajuato,31,San Francisco del Rincón,0,,1,113570,113570,1.136,0.881,0,04/06/2021
11,Guanajuato,31,San Francisco del Rincón,1,San Francisco del Rincón,1,71139,71139,0.711,1.406,0,04/06/2021
11,Guanajuato,33,San Luis de la Paz,0,,2,115656,57828,0.578,1.729,0,04/06/2021
11,Guanajuato,33,San Luis de la Paz,1,San Luis de la Paz,2,49914,24957,0.25,4.007,0,04/06/2021
11,Guanajuato,37,Silao de la Victoria,0,,2,173024,86512,0.865,1.156,0,04/06/2021
11,Guanajuato,37,Silao de la Victoria,1,Silao de la Victoria,2,74242,37121,0.371,2.694,0,04/06/2021
11,Guanajuato,43,Victoria,0,,1,19820,19820,0.198,5.045,0,04/06/2021
11,Guanajuato,43,Victoria,296,Arroyo Seco,1,21,21,0,4761.905,0,04/06/2021
11,Guanajuato,46,Yuriria,0,,1,70782,70782,0.708,1.413,0,04/06/2021
11,Guanajuato,46,Yuriria,1,Yuriria,1,25216,25216,0.252,3.966,0,04/06/2021
12,Guerrero,0,,0,,35,3388768,96822,0.968,1.033,0,04/06/2021
12,Guerrero,1,Acapulco de Juárez,0,,6,789971,131662,1.317,0.76,0,04/06/2021
12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez,6,673479,112247,1.122,0.891,0,04/06/2021
12,Guerrero,12,Ayutla de los Libres,0,,1,62690,62690,0.627,1.595,0,04/06/2021
12,Guerrero,12,Ayutla de los Libres,1,Ayutla de los Libres,1,15370,15370,0.154,6.506,0,04/06/2021
12,Guerrero,13,Azoyú,0,,3,14429,4810,0.048,20.791,0,04/06/2021
12,Guerrero,13,Azoyú,1,Azoyú,2,4211,2106,0.021,47.495,0,04/06/2021
12,Guerrero,13,Azoyú,29,Huehuetán,1,1910,1910,0.019,52.356,0,04/06/2021
12,Guerrero,22,Coyuca de Catalán,0,,1,42069,42069,0.421,2.377,0,04/06/2021
12,Guerrero,22,Coyuca de Catalán,1,Coyuca de Catalán,1,6857,6857,0.069,14.584,0,04/06/2021
12,Guerrero,23,Cuajinicuilapa,0,,1,25922,25922,0.259,3.858,0,04/06/2021
12,Guerrero,23,Cuajinicuilapa,1,Cuajinicuilapa,1,10282,10282,0.103,9.726,0,04/06/2021
12,Guerrero,29,Chilpancingo de los Bravo,0,,5,241717,48343,0.483,2.069,0,04/06/2021
12,Guerrero,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo,4,187251,46813,0.468,2.136,0,04/06/2021
12,Guerrero,29,Chilpancingo de los Bravo,30,Carrizal de la Vía,1,396,396,0.004,252.525,0,04/06/2021
12,Guerrero,31,General Canuto A. Neri,0,,1,6301,6301,0.063,15.87,0,04/06/2021
12,Guerrero,31,General Canuto A. Neri,1,Acapetlahuaya,1,1618,1618,0.016,61.805,0,04/06/2021
12,Guerrero,33,Huamuxtitlán,0,,1,14393,14393,0.144,6.948,0,04/06/2021
12,Guerrero,33,Huamuxtitlán,1,Huamuxtitlán,1,6063,6063,0.061,16.493,0,04/06/2021
12,Guerrero,35,Iguala de la Independencia,0,,2,140363,70182,0.702,1.425,0,04/06/2021
12,Guerrero,35,Iguala de la Independencia,1,Iguala de la Independencia,2,118468,59234,0.592,1.688,0,04/06/2021
12,Guerrero,37,Ixcateopan de Cuauhtémoc,0,,2,6603,3302,0.033,30.289,0,04/06/2021
12,Guerrero,37,Ixcateopan de Cuauhtémoc,1,Ixcateopan de Cuauhtémoc,2,2502,1251,0.013,79.936,0,04/06/2021
12,Guerrero,38,Zihuatanejo de Azueta,0,,1,118211,118211,1.182,0.846,0,04/06/2021
12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,1,67408,67408,0.674,1.484,0,04/06/2021
12,Guerrero,46,Ometepec,0,,1,61306,61306,0.613,1.631,0,04/06/2021
12,Guerrero,46,Ometepec,7,Cochoapa,1,4237,4237,0.042,23.602,0,04/06/2021
12,Guerrero,48,Petatlán,0,,1,44979,44979,0.45,2.223,0,04/06/2021
12,Guerrero,48,Petatlán,190,La Soledad (Soledad de Maciel),1,385,385,0.004,259.74,0,04/06/2021
12,Guerrero,55,Taxco de Alarcón,0,,2,104053,52027,0.52,1.922,0,04/06/2021
12,Guerrero,55,Taxco de Alarcón,1,Taxco de Alarcón,2,52217,26109,0.261,3.83,0,04/06/2021
12,Guerrero,56,Tecoanapa,0,,1,44079,44079,0.441,2.269,0,04/06/2021
12,Guerrero,56,Tecoanapa,1,Tecoanapa,1,4268,4268,0.043,23.43,0,04/06/2021
12,Guerrero,58,Teloloapan,0,,1,53769,53769,0.538,1.86,0,04/06/2021
12,Guerrero,58,Teloloapan,1,Teloloapan,1,23549,23549,0.235,4.246,0,04/06/2021
12,Guerrero,61,Tixtla de Guerrero,0,,1,40058,40058,0.401,2.496,0,04/06/2021
12,Guerrero,61,Tixtla de Guerrero,1,Tixtla de Guerrero,1,22826,22826,0.228,4.381,0,04/06/2021
12,Guerrero,66,Tlapa de Comonfort,0,,1,81419,81419,0.814,1.228,0,04/06/2021
12,Guerrero,66,Tlapa de Comonfort,1,Tlapa de Comonfort,1,46975,46975,0.47,2.129,0,04/06/2021
12,Guerrero,67,Tlapehuala,0,,1,21819,21819,0.218,4.583,0,04/06/2021
12,Guerrero,67,Tlapehuala,1,Tlapehuala,1,9331,9331,0.093,10.717,0,04/06/2021
12,Guerrero,74,Zitlala,0,,1,22587,22587,0.226,4.427,0,04/06/2021
12,Guerrero,74,Zitlala,1,Zitlala,1,6065,6065,0.061,16.488,0,04/06/2021
12,Guerrero,75,Eduardo Neri,0,,1,46158,46158,0.462,2.166,0,04/06/2021
12,Guerrero,75,Eduardo Neri,23,Xochipala,1,3620,3620,0.036,27.624,0,04/06/2021
13,Hidalgo,0,,0,,40,2665018,66625,0.666,1.501,0,04/06/2021
13,Hidalgo,2,Acaxochitlán,0,,1,40583,40583,0.406,2.464,0,04/06/2021
13,Hidalgo,2,Acaxochitlán,1,Acaxochitlán,1,4026,4026,0.04,24.839,0,04/06/2021
13,Hidalgo,3,Actopan,0,,2,54299,27150,0.271,3.683,0,04/06/2021
13,Hidalgo,3,Actopan,1,Actopan,2,29223,14612,0.146,6.844,0,04/06/2021
13,Hidalgo,22,Epazoyucan,0,,1,13830,13830,0.138,7.231,0,04/06/2021
13,Hidalgo,22,Epazoyucan,1,Epazoyucan,1,3168,3168,0.032,31.566,0,04/06/2021
13,Hidalgo,23,Francisco I. Madero,0,,1,33901,33901,0.339,2.95,0,04/06/2021
13,Hidalgo,23,Francisco I. Madero,12,El Rosario,1,4370,4370,0.044,22.883,0,04/06/2021
13,Hidalgo,29,Huichapan,0,,1,44253,44253,0.443,2.26,0,04/06/2021
13,Hidalgo,29,Huichapan,1,Huichapan,1,9051,9051,0.091,11.049,0,04/06/2021
13,Hidalgo,30,Ixmiquilpan,0,,1,86363,86363,0.864,1.158,0,04/06/2021
13,Hidalgo,30,Ixmiquilpan,1,Ixmiquilpan,1,34814,34814,0.348,2.872,0,04/06/2021
13,Hidalgo,39,Mineral del Monte,0,,5,13864,2773,0.028,36.065,0,04/06/2021
13,Hidalgo,39,Mineral del Monte,1,Mineral del Monte,5,11015,2203,0.022,45.393,0,04/06/2021
13,Hidalgo,44,Nopala de Villagrán,0,,1,15666,15666,0.157,6.383,0,04/06/2021
13,Hidalgo,44,Nopala de Villagrán,19,Maravillas,1,946,946,0.009,105.708,0,04/06/2021
13,Hidalgo,48,Pachuca de Soto,0,,8,267862,33483,0.335,2.987,0,04/06/2021
13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto,8,256584,32073,0.321,3.118,0,04/06/2021
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,0,,1,33495,33495,0.335,2.986,0,04/06/2021
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,1,Santiago Tulantepec,1,16078,16078,0.161,6.22,0,04/06/2021
13,Hidalgo,59,Tecozautla,0,,1,35067,35067,0.351,2.852,0,04/06/2021
13,Hidalgo,59,Tecozautla,19,La Mesilla,1,1573,1573,0.016,63.573,0,04/06/2021
13,Hidalgo,61,Tepeapulco,0,,3,51664,17221,0.172,5.807,0,04/06/2021
13,Hidalgo,61,Tepeapulco,1,Tepeapulco,3,15244,5081,0.051,19.68,0,04/06/2021
13,Hidalgo,63,Tepeji del Río de Ocampo,0,,1,80612,80612,0.806,1.241,0,04/06/2021
13,Hidalgo,63,Tepeji del Río de Ocampo,1,Tepeji del Río de Ocampo,1,34151,34151,0.342,2.928,0,04/06/2021
13,Hidalgo,66,Villa de Tezontepec,0,,1,11654,11654,0.117,8.581,0,04/06/2021
13,Hidalgo,66,Villa de Tezontepec,1,Tezontepec,1,5214,5214,0.052,19.179,0,04/06/2021
13,Hidalgo,69,Tizayuca,0,,1,97461,97461,0.975,1.026,0,04/06/2021
13,Hidalgo,69,Tizayuca,11,Olmos,1,915,915,0.009,109.29,0,04/06/2021
13,Hidalgo,75,Tolcayuca,0,,1,13228,13228,0.132,7.56,0,04/06/2021
13,Hidalgo,75,Tolcayuca,1,Tolcayuca,1,6836,6836,0.068,14.628,0,04/06/2021
13,Hidalgo,76,Tula de Allende,0,,2,103919,51960,0.52,1.925,0,04/06/2021
13,Hidalgo,76,Tula de Allende,1,Tula de Allende,2,28577,14289,0.143,6.999,0,04/06/2021
13,Hidalgo,77,Tulancingo de Bravo,0,,3,151584,50528,0.505,1.979,0,04/06/2021
13,Hidalgo,77,Tulancingo de Bravo,1,Tulancingo,3,102406,34135,0.341,2.93,0,04/06/2021
13,Hidalgo,80,Yahualica,0,,1,23607,23607,0.236,4.236,0,04/06/2021
13,Hidalgo,80,Yahualica,1,Yahualica,1,1398,1398,0.014,71.531,0,04/06/2021
13,Hidalgo,81,Zacualtipán de Ángeles,0,,2,32437,16219,0.162,6.166,0,04/06/2021
13,Hidalgo,81,Zacualtipán de Ángeles,1,Zacualtipán,2,23125,11563,0.116,8.649,0,04/06/2021
13,Hidalgo,83,Zempoala,0,,2,39143,19572,0.196,5.109,0,04/06/2021
13,Hidalgo,83,Zempoala,1,Zempoala,1,6798,6798,0.068,14.71,0,04/06/2021
13,Hidalgo,83,Zempoala,31,Venustiano Carranza,1,442,442,0.004,226.244,0,04/06/2021
14,Jalisco,0,,0,,94,7350682,78199,0.782,1.279,0,04/06/2021
14,Jalisco,3,Ahualulco de Mercado,0,,1,21714,21714,0.217,4.605,0,04/06/2021
14,Jalisco,3,Ahualulco de Mercado,1,Ahualulco de Mercado,1,15512,15512,0.155,6.447,0,04/06/2021
14,Jalisco,4,Amacueca,0,,1,5545,5545,0.055,18.034,0,04/06/2021
14,Jalisco,4,Amacueca,1,Amacueca,1,2875,2875,0.029,34.783,0,04/06/2021
14,Jalisco,5,Amatitán,0,,1,14648,14648,0.146,6.827,0,04/06/2021
14,Jalisco,5,Amatitán,1,Amatitán,1,11006,11006,0.11,9.086,0,04/06/2021
14,Jalisco,6,Ameca,0,,1,57340,57340,0.573,1.744,0,04/06/2021
14,Jalisco,6,Ameca,1,Ameca,1,36156,36156,0.362,2.766,0,04/06/2021
14,Jalisco,8,Arandas,0,,1,72812,72812,0.728,1.373,0,04/06/2021
14,Jalisco,8,Arandas,288,El Sauz de Cajigal,1,115,115,0.001,869.565,0,04/06/2021
14,Jalisco,9,El Arenal,0,,1,17545,17545,0.175,5.7,0,04/06/2021
14,Jalisco,9,El Arenal,1,El Arenal,1,11610,11610,0.116,8.613,0,04/06/2021
14,Jalisco,12,Atenguillo,0,,1,4115,4115,0.041,24.301,0,04/06/2021
14,Jalisco,12,Atenguillo,1,Atenguillo,1,1547,1547,0.015,64.641,0,04/06/2021
14,Jalisco,15,Autlán de Navarro,0,,1,57559,57559,0.576,1.737,0,04/06/2021
14,Jalisco,15,Autlán de Navarro,1,Autlán de Navarro,1,45382,45382,0.454,2.204,0,04/06/2021
14,Jalisco,18,La Barca,0,,2,64269,32135,0.321,3.112,0,04/06/2021
14,Jalisco,18,La Barca,1,La Barca,1,35219,35219,0.352,2.839,0,04/06/2021
14,Jalisco,18,La Barca,27,Portezuelo,1,2802,2802,0.028,35.689,0,04/06/2021
14,Jalisco,21,Casimiro Castillo,0,,1,21475,21475,0.215,4.657,0,04/06/2021
14,Jalisco,21,Casimiro Castillo,1,La Resolana,1,11180,11180,0.112,8.945,0,04/06/2021
14,Jalisco,23,Zapotlán el Grande,0,,2,100534,50267,0.503,1.989,0,04/06/2021
14,Jalisco,23,Zapotlán el Grande,1,Ciudad Guzmán,2,97750,48875,0.489,2.046,0,04/06/2021
14,Jalisco,24,Cocula,0,,2,26174,13087,0.131,7.641,0,04/06/2021
14,Jalisco,24,Cocula,1,Cocula,1,14548,14548,0.145,6.874,0,04/06/2021
14,Jalisco,24,Cocula,22,La Sauceda,1,1255,1255,0.013,79.681,0,04/06/2021
14,Jalisco,27,Cuautitlán de García Barragán,0,,1,17322,17322,0.173,5.773,0,04/06/2021
14,Jalisco,27,Cuautitlán de García Barragán,12,Ayotitlán,1,704,704,0.007,142.045,0,04/06/2021
14,Jalisco,30,Chapala,0,,1,48839,48839,0.488,2.048,0,04/06/2021
14,Jalisco,30,Chapala,1,Chapala,1,21596,21596,0.216,4.63,0,04/06/2021
14,Jalisco,33,Degollado,0,,1,21132,21132,0.211,4.732,0,04/06/2021
14,Jalisco,33,Degollado,1,Degollado,1,11376,11376,0.114,8.79,0,04/06/2021
14,Jalisco,34,Ejutla,0,,1,2082,2082,0.021,48.031,0,04/06/2021
14,Jalisco,34,Ejutla,1,Ejutla,1,1414,1414,0.014,70.721,0,04/06/2021
14,Jalisco,35,Encarnación de Díaz,0,,2,51396,25698,0.257,3.891,0,04/06/2021
14,Jalisco,35,Encarnación de Díaz,1,Encarnación de Díaz,2,25010,12505,0.125,7.997,0,04/06/2021
14,Jalisco,36,Etzatlán,0,,1,18632,18632,0.186,5.367,0,04/06/2021
14,Jalisco,36,Etzatlán,1,Etzatlán,1,13513,13513,0.135,7.4,0,04/06/2021
14,Jalisco,38,Guachinango,0,,1,4323,4323,0.043,23.132,0,04/06/2021
14,Jalisco,38,Guachinango,1,Guachinango,1,1847,1847,0.018,54.142,0,04/06/2021
14,Jalisco,39,Guadalajara,0,,22,1495189,67963,0.68,1.471,0,04/06/2021
14,Jalisco,39,Guadalajara,1,Guadalajara,22,1495182,67963,0.68,1.471,0,04/06/2021
14,Jalisco,42,Huejuquilla el Alto,0,,1,8781,8781,0.088,11.388,0,04/06/2021
14,Jalisco,42,Huejuquilla el Alto,1,Huejuquilla el Alto,1,4811,4811,0.048,20.786,0,04/06/2021
14,Jalisco,46,Jalostotitlán,0,,1,31948,31948,0.319,3.13,0,04/06/2021
14,Jalisco,46,Jalostotitlán,1,Jalostotitlán,1,24423,24423,0.244,4.095,0,04/06/2021
14,Jalisco,48,Jesús María,0,,1,18634,18634,0.186,5.367,0,04/06/2021
14,Jalisco,48,Jesús María,1,Jesús María,1,8249,8249,0.082,12.123,0,04/06/2021
14,Jalisco,51,Juanacatlán,0,,1,13218,13218,0.132,7.565,0,04/06/2021
14,Jalisco,51,Juanacatlán,1,Juanacatlán,1,9133,9133,0.091,10.949,0,04/06/2021
14,Jalisco,53,Lagos de Moreno,0,,2,153817,76909,0.769,1.3,0,04/06/2021
14,Jalisco,53,Lagos de Moreno,1,Lagos de Moreno,2,98206,49103,0.491,2.037,0,04/06/2021
14,Jalisco,54,El Limón,0,,1,5499,5499,0.055,18.185,0,04/06/2021
14,Jalisco,54,El Limón,6,San Juan de Amula,1,473,473,0.005,211.416,0,04/06/2021
14,Jalisco,55,Magdalena,0,,1,21321,21321,0.213,4.69,0,04/06/2021
14,Jalisco,55,Magdalena,1,Magdalena,1,16214,16214,0.162,6.168,0,04/06/2021
14,Jalisco,58,Mascota,0,,2,14245,7123,0.071,14.04,0,04/06/2021
14,Jalisco,58,Mascota,1,Mascota,1,8801,8801,0.088,11.362,0,04/06/2021
14,Jalisco,58,Mascota,117,Navidad,1,253,253,0.003,395.257,0,04/06/2021
14,Jalisco,61,Mezquitic,0,,1,18084,18084,0.181,5.53,0,04/06/2021
14,Jalisco,61,Mezquitic,1,Mezquitic,1,2298,2298,0.023,43.516,0,04/06/2021
14,Jalisco,63,Ocotlán,0,,1,92967,92967,0.93,1.076,0,04/06/2021
14,Jalisco,63,Ocotlán,1,Ocotlán,1,83769,83769,0.838,1.194,0,04/06/2021
14,Jalisco,65,Pihuamo,0,,1,12119,12119,0.121,8.252,0,04/06/2021
14,Jalisco,65,Pihuamo,1,Pihuamo,1,6838,6838,0.068,14.624,0,04/06/2021
14,Jalisco,66,Poncitlán,0,,1,48408,48408,0.484,2.066,0,04/06/2021
14,Jalisco,66,Poncitlán,19,Mezcala,1,5005,5005,0.05,19.98,0,04/06/2021
14,Jalisco,67,Puerto Vallarta,0,,2,255681,127841,1.278,0.782,0,04/06/2021
14,Jalisco,67,Puerto Vallarta,1,Puerto Vallarta,2,203342,101671,1.017,0.984,0,04/06/2021
14,Jalisco,74,San Julián,0,,1,15454,15454,0.155,6.471,0,04/06/2021
14,Jalisco,74,San Julián,1,San Julián,1,12949,12949,0.129,7.723,0,04/06/2021
14,Jalisco,77,San Martín Hidalgo,0,,1,26306,26306,0.263,3.801,0,04/06/2021
14,Jalisco,77,San Martín Hidalgo,1,San Martín Hidalgo,1,8092,8092,0.081,12.358,0,04/06/2021
14,Jalisco,80,San Sebastián del Oeste,0,,1,5755,5755,0.058,17.376,0,04/06/2021
14,Jalisco,80,San Sebastián del Oeste,1,San Sebastián del Oeste,1,672,672,0.007,148.81,0,04/06/2021
14,Jalisco,82,Sayula,0,,3,34829,11610,0.116,8.614,0,04/06/2021
14,Jalisco,82,Sayula,1,Sayula,3,26789,8930,0.089,11.199,0,04/06/2021
14,Jalisco,83,Tala,0,,1,69031,69031,0.69,1.449,0,04/06/2021
14,Jalisco,83,Tala,1,Tala,1,35396,35396,0.354,2.825,0,04/06/2021
14,Jalisco,84,Talpa de Allende,0,,1,14410,14410,0.144,6.94,0,04/06/2021
14,Jalisco,84,Talpa de Allende,1,Talpa de Allende,1,8839,8839,0.088,11.313,0,04/06/2021
14,Jalisco,85,Tamazula de Gordiano,0,,1,37986,37986,0.38,2.633,0,04/06/2021
14,Jalisco,85,Tamazula de Gordiano,1,Tamazula de Gordiano,1,18787,18787,0.188,5.323,0,04/06/2021
14,Jalisco,87,Tecalitlán,0,,1,16847,16847,0.168,5.936,0,04/06/2021
14,Jalisco,87,Tecalitlán,1,Tecalitlán,1,12411,12411,0.124,8.057,0,04/06/2021
14,Jalisco,91,Teocaltiche,0,,1,40105,40105,0.401,2.493,0,04/06/2021
14,Jalisco,91,Teocaltiche,1,Teocaltiche,1,23726,23726,0.237,4.215,0,04/06/2021
14,Jalisco,92,Teocuitatlán de Corona,0,,1,10837,10837,0.108,9.228,0,04/06/2021
14,Jalisco,92,Teocuitatlán de Corona,1,Teocuitatlán de Corona,1,3938,3938,0.039,25.394,0,04/06/2021
14,Jalisco,93,Tepatitlán de Morelos,0,,1,136123,136123,1.361,0.735,0,04/06/2021
14,Jalisco,93,Tepatitlán de Morelos,1,Tepatitlán de Morelos,1,91959,91959,0.92,1.087,0,04/06/2021
14,Jalisco,94,Tequila,0,,3,40697,13566,0.136,7.372,0,04/06/2021
14,Jalisco,94,Tequila,1,Tequila,3,29203,9734,0.097,10.273,0,04/06/2021
14,Jalisco,95,Teuchitlán,0,,2,9088,4544,0.045,22.007,0,04/06/2021
14,Jalisco,95,Teuchitlán,1,Teuchitlán,2,3774,1887,0.019,52.994,0,04/06/2021
14,Jalisco,97,Tlajomulco de Zúñiga,0,,1,416626,416626,4.166,0.24,0,04/06/2021
14,Jalisco,97,Tlajomulco de Zúñiga,25,San Agustín,1,30424,30424,0.304,3.287,0,04/06/2021
14,Jalisco,98,San Pedro Tlaquepaque,0,,2,608114,304057,3.041,0.329,0,04/06/2021
14,Jalisco,98,San Pedro Tlaquepaque,1,Tlaquepaque,2,575942,287971,2.88,0.347,0,04/06/2021
14,Jalisco,101,Tonalá,0,,2,478689,239345,2.393,0.418,0,04/06/2021
14,Jalisco,101,Tonalá,1,Tonalá,2,408759,204380,2.044,0.489,0,04/06/2021
14,Jalisco,104,Totatiche,0,,1,4435,4435,0.044,22.548,0,04/06/2021
14,Jalisco,104,Totatiche,1,Totatiche,1,1323,1323,0.013,75.586,0,04/06/2021
14,Jalisco,111,Valle de Guadalupe,0,,1,6705,6705,0.067,14.914,0,04/06/2021
14,Jalisco,111,Valle de Guadalupe,1,Valle de Guadalupe,1,4492,4492,0.045,22.262,0,04/06/2021
14,Jalisco,120,Zapopan,0,,5,1243756,248751,2.488,0.402,0,04/06/2021
14,Jalisco,120,Zapopan,1,Zapopan,5,1142483,228497,2.285,0.438,0,04/06/2021
14,Jalisco,121,Zapotiltic,0,,1,29192,29192,0.292,3.426,0,04/06/2021
14,Jalisco,121,Zapotiltic,22,San José de la Tinaja,1,421,421,0.004,237.53,0,04/06/2021
14,Jalisco,122,Zapotitlán de Vadillo,0,,2,6685,3343,0.033,29.918,0,04/06/2021
14,Jalisco,122,Zapotitlán de Vadillo,1,Zapotitlán de Vadillo,1,3530,3530,0.035,28.329,0,04/06/2021
14,Jalisco,122,Zapotitlán de Vadillo,40,Tetapán (Tetiapán),1,156,156,0.002,641.026,0,04/06/2021
15,México,0,,0,,81,15175862,187356,1.874,0.534,0,04/06/2021
15,México,1,Acambay de Ruíz Castañeda,0,,1,60918,60918,0.609,1.642,0,04/06/2021
15,México,1,Acambay de Ruíz Castañeda,1,Villa de Acambay de Ruíz Castañeda,1,4077,4077,0.041,24.528,0,04/06/2021
15,México,2,Acolman,0,,2,136558,68279,0.683,1.465,0,04/06/2021
15,México,2,Acolman,1,Acolman de Nezahualcóyotl,1,5571,5571,0.056,17.95,0,04/06/2021
15,México,2,Acolman,15,Tepexpan,1,102667,102667,1.027,0.974,0,04/06/2021
15,México,9,Amecameca,0,,2,48421,24211,0.242,4.13,0,04/06/2021
15,México,9,Amecameca,1,Amecameca de Juárez,2,31687,15844,0.158,6.312,0,04/06/2021
15,México,10,Apaxco,0,,1,27521,27521,0.275,3.634,0,04/06/2021
15,México,10,Apaxco,1,Apaxco de Ocampo,1,13836,13836,0.138,7.228,0,04/06/2021
15,México,13,Atizapán de Zaragoza,0,,1,489937,489937,4.899,0.204,0,04/06/2021
15,México,13,Atizapán de Zaragoza,1,Ciudad López Mateos,1,489160,489160,4.892,0.204,0,04/06/2021
15,México,14,Atlacomulco,0,,2,93718,46859,0.469,2.134,0,04/06/2021
15,México,14,Atlacomulco,1,Atlacomulco de Fabela,2,22774,11387,0.114,8.782,0,04/06/2021
15,México,24,Cuautitlán,0,,1,140059,140059,1.401,0.714,0,04/06/2021
15,México,24,Cuautitlán,110,Ejido de Santa Bárbara,1,665,665,0.007,150.376,0,04/06/2021
15,México,25,Chalco,0,,1,310130,310130,3.101,0.322,0,04/06/2021
15,México,25,Chalco,1,Chalco de Díaz Covarrubias,1,168720,168720,1.687,0.593,0,04/06/2021
15,México,31,Chimalhuacán,0,,2,614453,307227,3.072,0.325,0,04/06/2021
15,México,31,Chimalhuacán,1,Chimalhuacán,2,612383,306192,3.062,0.327,0,04/06/2021
